brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os
N/A,"Razer Phone 2 (8GB RAM, 64GB) - Mirror Black Finish",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Camon i2 (3GB RAM, 32GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Innelo 1 (2GB RAM, 16GB) - Pacific Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Innelo 1 (2GB RAM, 16GB) - Platinum Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Energy E3 (512MB RAM, 4GB) - Golden",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 Prime (6GB RAM, 128GB) - Iceberg Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 Prime (6GB RAM, 64GB) - Ocean Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 Prime (6GB RAM, 64GB) - Iceberg Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Moto G6 Play (3GB RAM, 32GB) - Fine Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Karbonn Titanium Jumbo 2 (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Energy E12 (1GB RAM, 8GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Energy E12 (1GB RAM, 8GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"PaN/Asonic Eluga I7 (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Karbonn Titanium Jumbo 2 (2GB RAM, 16GB) - Champagne",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Karbonn Titanium Jumbo 2 (2GB RAM, 16GB) - Coffee",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Innelo 1 (2GB RAM, 16GB) - Persian Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Aqua Viturbo (512MB RAM, 4GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Infie 33 (1GB RAM, 8GB) - Champagne Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Infie 33 (1GB RAM, 8GB) - Matt Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Infie 33 (1GB RAM, 8GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Energy E3 (512MB RAM, 4GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Energy E3 (512MB RAM, 4GB) - Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Energy E3 (512MB RAM, 4GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Energy E3 (512MB RAM, 4GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Ziox Astra VIVA 4G (1GB RAM, 8GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Ziox Astra VIVA 4G (1GB RAM, 8GB) - champagne Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Innelo 1 (2GB RAM, 16GB) - Midnight Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Champion Computers BSNL Champion DM6513 (512MB RAM, 2GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Swipe Junior (512MB RAM, 4GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Huawei P20 Pro (6GB RAM, 128GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Swipe Junior (512MB RAM, 4GB) - Pink",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Huawei P20 Pro (4GB RAM, 64GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 Prime (6GB RAM, 128GB) - Ocean Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Itel A44 Air (1GB RAM, 8GB) - Slate Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Moto G6 Play (3GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Prime 300 (1GB RAM, 8GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo Y20 (6GB RAM, 64GB) - Purist Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo Y20 (6GB RAM, 64GB) - Obsidian Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"LG Q Stylus (3GB RAM, 32GB) - Aurora Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo Y20 (4GB RAM, 64GB) - Purist Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo Y20 (4GB RAM, 64GB) - Dawn White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo Y20 (4GB RAM, 64GB) - Obsidian Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Prime 300 (1GB RAM, 8GB) - Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Infinix Smart 3 Plus (2GB RAM, 32GB) - Mocha Brown",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Infinix Smart 3 Plus (2GB RAM, 32GB) - Midnight Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Micromax Canvas Spark 4G (1GB RAM, 8GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Micromax Canvas Spark 4G (1GB RAM, 8GB) - champagne Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Elyt E6 (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Infinix Smart 3 Plus (2GB RAM, 32GB) - Sapphire Cyan",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Infinix Smart 3 Plus (2GB RAM, 32GB) - Midnight Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Elyt E6 (3GB RAM, 32GB) - Champagne",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Camon i2X (4GB RAM, 64GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Camon i2X (4GB RAM, 64GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Itel A44 Air (1GB RAM, 8GB) - Blusher Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Celkon Star 4G+ (512MB RAM, 4GB) - Black & Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Celkon Star 4G+ (512MB RAM, 4GB) - Black & dark Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Celkon Star 4G+ (512MB RAM, 4GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Spark Power 2 (4GB RAM, 64GB) - Misty Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Spark Power 2 (4GB RAM, 64GB) - Ice Jadeite",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Micromax Canvas Spark 4G (1GB RAM, 8GB) - Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 Prime (6GB RAM, 128GB) - Space Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Moto G6 Play (3GB RAM, 32GB) - Indigo Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Itel A44 Air (1GB RAM, 8GB) - Elegant Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Camon i2X (4GB RAM, 64GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"PaN/Asonic Eluga Pulse (2GB RAM, 16GB) - Rose Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iVoomi V5 (8GB) - Jade Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iVoomi V5 (16GB) - Champagne Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia E7-00 (256MB RAM, 256MB) - White & silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia E7-00 (256MB RAM, 256MB) - Dark Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iVoomi V5 (16GB) - Rose Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"PaN/Asonic Eluga Pulse (2GB RAM, 16GB) - Dark Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xolo Era 5X (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Zen Admire Sense (1GB RAM, 8GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Zen Admire Sense (1GB RAM, 8GB) - champagne Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Lava Z50 (1GB RAM, 8GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Lava Z50 (1GB RAM, 8GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Cloud String v2.0 (2GB RAM, 16GB) - Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Cloud String v2.0 (2GB RAM, 16GB) - Champagne",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Micromax Evok Note (3GB RAM, 32GB) - Champagne",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo Y20i (3GB RAM, 64GB) - Dawn White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Camon iTwin (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Aqua Style III (1GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Intex Aqua Style III (1GB RAM, 16GB) - Champagne",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 7.1 (4GB RAM, 64GB) - Gloss Steel",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 7.1 (4GB RAM, 64GB) - Gloss Midnight Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Spark Power 2 Air (3GB RAM, 32GB) - Ice Jadeite",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Tecno Spark Power 2 Air (3GB RAM, 32GB) - Cosmic Shine",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Swipe Elite Dual (1GB RAM, 8GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Swipe Elite Dual (1GB RAM, 8GB) - Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Jivi Prime 390 (1GB RAM, 16GB) - Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"PaN/Asonic Eluga Ray 600 (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Honor 9A (3GB RAM, 64GB) - Midnight Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Micromax Bharat 2 Plus (1GB RAM, 8GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"iVoomi Z1 (2GB RAM, 16GB) - Classic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"iVoomi Z1 (2GB RAM, 16GB) - Ocean Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"iVoomi Z1 (2GB RAM, 16GB) - Platinum Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy A2 Core (1GB RAM, 16GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy A2 Core (1GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
